Business Types,App State,System Info - IDFA,System Info - Region Code,System Info - Timestamp,System Info - Country Code,System Info - Device ID,System Info - Country ID,System Info - Platform,System Info - Session ID,System Info - Language,System Info - LVC,System Info - App Version,System Info - Environment,System Info - App Build,System Info - Timezone,Longitude,Areas,Client ID,Latitude,OS,No Impulse,Basket IDs
"grocery, pharmacy, butchery, fruitsAndVegetables, gamesAndToys, petshop, bakery, cosmeticsAndBeauty, fragrances, nutrition, homeImprovements, electronics, stationery, water, donation",production,,IN,1744465159394,AE,F91FFAC4-B5FC-4D6E-9B26-18D45CAAB49B,ryFmc6ACd1,ios,6DC14B30-6E1A-4BD5-B410-78A0237BF831,en,OHGRRBqmoC,9.2.2,production,928,Asia/Kolkata,34.12,"DZp3jVjCXw, FEU6yjmnLn, K91md3nO3s, KrvGerKbqF",OHGRRBqmoC,12.43,ios,True,
